email,booth,website,bio,fax,phone,name,address 
123931024@qq.com,"Booth no.:  5.2C47,6.2T43",,Upholstery Fabrics,(86) 0573 87566177,(86) 0573 87556777,"Haining Haina Textile Co.,Ltd","No.27 Huanzhen Rd,Chang'an Town,Haining City,Zhejiang,China"
xfgcloth01@163.com,"Booth no.:  5.2M71,6.2A91",,Upholstery Fabrics,(86) 0573 87555778,(86) 0573 87562308,"Haining Hantang Textile Co.,Ltd.","NO.58 WENSHENG NORTH ROAD,XUCUN TOWN,HAINING CITY,ZHEJIANG,CHINA"
cxf@harmelhome.com,Booth no.:  5.1F59,http://www.harmelhome.com,"Bedding products (bed linen, blanket, bedspread), Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Home textile accessories (tassels, trimmings, zipper etc)",(86) 0573 87586203,(86) 0573 87586200,"Haining Harmel Trade Co.,Ltd","NO.278 Tianshun Road ,Xucun Town,Haining City,Zhejiang,China"
15858396807@163.com,Booth no.:  6.2A103,,Upholstery Fabrics,(86) 0573 87757117,(86) 0573 87757111,"Haining Huacheng Textile .Co,Ltd",XUXIANG INDUSTRIAL PARK HAINING CITY ZHEJIANG PROVINCE
1791934402@qq.com,Booth no.:  6.2A85,,Upholstery Fabrics,(86) 0573 87568487,(86) 0573 87565488,"Haining Huajianzi Textile Co.,Ltd","No.228 Wensheng Rd,Shenshi Industry Area,Xucun Town,Haining City,Zhejiang Province"
gyx@bwby.com,Booth no.:  5.2F02,,Upholstery Fabrics,(86) 0573 87550648,(86) 0573 87551648,"Haining Bowang Fabric Art Co.,Ltd","NO.18 TANGNAN ROAD,XUCUN TOWN,HAINING,ZHEJIANG"
jzw@jzw-tex.com,Booth no.:  5.2F47,,Upholstery Fabrics,(86) 0573 87565779,(86) 0573 87555618,"Haining City Jingzhiwei Hometextile  Co.,Ltd ",Tangnan Road Xucun Haining City Zhejiang 
329891561@qq.com,Booth no.:  5.2K59,,Upholstery Fabrics,(86) 0573 87518699,(86) 0573 87518699,"Haining Hengfeng Textile Co.,Ltd",XUCUN TOWN HAINING CITY
lingjiemo@qq.com,Booth no.:  5.2C59,,Upholstery Fabrics,(86) 0573 87519085,(86) 0573 87519085,"Haining Huaming Textile Co., Ltd","NO. 61 SOUTH WENSHENG ROAD XUCUN TOWN, HAINING, ZHEJIANG"
478219492@qq.com,Booth no.:  5.1F79,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 89235389,(86)  13806709445,"Haining Jinbaili Textile Co.,Ltd","No.57,Zhijiang Road,Yancang Agriculture Development Zone,Haining,Zhejiang. "
1850223851@qq.com,Booth no.:  5.2N03,,Upholstery Fabrics,(86) 0573 87586368,(86) 0573 87586358,"Haining Jinbo Textile Co.,Ltd",XUCUN industrial park23#HAINING.P.R china
546637362@qq.com,Booth no.:  5.2F01,,Upholstery Fabrics,(86) 0573 87659785,(86) 0573 87659783,Haining Jing Hao Textile Coltd.,"NO.90HE NAN GROUP,XIN YI VILLAGE,XU CUN TOWN,HAINING CITY."
270418701@qq.com,Booth no.:  5.2F59,,Upholstery Fabrics,(86) 0573 87996693,(86)  13967375652,"Haining Jintao Silk Textile Co.,Ltd","NO.30 JINGXU ROAD,XUCUN TOWN,HAINING ITY,ZHEJIANG,CHINA."
360799386@qq.com,Booth no.:  6.2A87,,Upholstery Fabrics,(86) 0573 87519793,(86)  15088640208,"Haining Maoshun Textile Co.,Ltd","NO.86 WENSHENG NORTH ROAD, XUCUN TOWN,HAINING CITY ZHEJIANG, CHINA"
carlton@huanyuwarp.com,Booth no.:  4.1C103,,,(86) 573 8798 7828,(86) 573 8798 7826,Haining Huanyu Warp Knitting Co Ltd,"No 28 Haining Warp Knitting Industrial Zone, 4th Jingbian Rd, Zhejiang 314419, China"
Cindy@osdtextile.com,"Booth no.:  3H60,6.2W48",,Upholstery Fabrics,(86) 0573 87583370,(86) 0573 87515610,"Haining Osd Textile Co.,Ltd","No.3#Zhongyuan road,Shenshi Lianmeng Industrial,Xucun Town,Haining City,ZHEJIANG CHINA"
Isabel0214@foxmail.com,Booth no.:  6.2T54,,Upholstery Fabrics,(86) 0573 87551777,(86) 0573 87559368,Haining Jinte Textile Co Ltd,"xucun yongfu industrial park ,haining , zhejiang ,china "
2689896728@qq.com,"Booth no.:  5.2F08,6.2W25",,Upholstery Fabrics,(86)  87518998,(86)  15968305333,"Haining Jinyate Textile.Co.,Ltd",NO.119 SHENSHI WENSHENG ROAD XUCUN HAINING 
415026716@qq.com,Booth no.:  5.2M11,,Upholstery Fabrics,(86) 0573 88528966,(86) 0573 88528967,"Haining Jinyongli Textile Co.,Ltd","NO.132 xucun road,xucun town,haining "
534342374@QQ.com,"Booth no.:  5.2M45,6.2W20,6.2T58",,Upholstery Fabrics,(86) 0573 87586678,(86) 0573 87518160,"Haining Meijia Knitting Co.,Ltd","Southside of 320 State Highway,Lianmeng Village,Xucun Town,Haining City,Zhejiang Province,China"
william@meilitextile.com,Booth no.:  6.2F101,http://www.meilitextile.com.com,Upholstery Fabrics,(86) 0573 87500096,(86) 0573 87500091,Haining Meili Knitting Co Ltd,"No.32,2nd Jingbian Road,Jingbian Industrial "
472619948@qq.com,Booth no.:  5.2K50,,Upholstery Fabrics,(86) 0573 85291500,(86)  18357555505,Haining Meizhijing Textiles   C.O Ltd ,18 jingxu roadxuxiang industry zonehaining cityzhejiang provience.
wangzj@hxfabric.com,Booth no.:  4.1F99,,Upholstery Fabrics,(86) 573 8776 0677,(86) 573 8776 0168,Haining Huaxun Textile Co Ltd,"Qianjiang Industrial Zone, No 16 Hongbao Rd Dingqiao, Haining 314413, China"
413018219@qq.com,"Booth no.:  5.2K83,5.2P12",,Upholstery Fabrics,(86) 0573 87783168,(86) 0573 87715668,"Haining Huayi Warp Knitting Co.,Ltd","Yunxing Road 158#,Xieqiao Town,Haining"
tian_xue_528@hotmail.com,Booth no.:  6.2P66,http://www.ousida.com,Upholstery Fabrics,(86) 0573 87989809,(86) 0573 87987068,Haining Oushida Warp Knitting Co Ltd,China Warp Knitting Technology Industrial
1070346091@qq.com,Booth no.:  6.2W53,,Upholstery Fabrics,,(86)  13511368411,Haining Pooh Silk Textile Mills,Haining XuCun Town Gao Gudai factory 
puwei@hzpuwei.com,Booth no.:  6.2C73,,Upholstery Fabrics,(86) 0573 87586187,(86) 0573 87589230,"Haining Puwei Textile Co.,Ltd.","XUCUN ROAD 10XUCUN TOWN,HAINING"
387953606@qq.com,Booth no.:  5.2K68,,Upholstery Fabrics,(86) 0573 87559858,(86) 0573 87559858,"Haining Jinyu Textile Co.,Ltd","NO.173 XUCUN Road XUCUN Town,Haining,Zhejiang,China"
858187@qq.com,Booth no.:  5.1K78,,Upholstery Fabrics,(86) 0573 87561098,(86) 0573 87552444,"Haining Julai Textile Co.,Ltd","Xuqiao Development Zone No. 1 Xucun Town, Haining City"
387952813@qq.com,Booth no.:  5.2C52,,Upholstery Fabrics,(86) 0573 87999483,(86)  15158808105,"Haining Julong Chemical Fiber Co.,Ltd","No.98,Notrh Wensheng Road,Xucun Town,Hainig City"
179752639@QQ.COM,Booth no.:  6.2T55,,Upholstery Fabrics,(86) 0575 84786323,(86)  15988267567,"Haining Junleyi Warp Knitting Co.,Ltd",NO190QUNLE ROAD XIEQIAO TOWN HAINING CITY
mjby2004@126.com,Booth no.:  6.2W09,,Upholstery Fabrics,(86) 0573 87563782,(86) 0573 87563781,"Haining Mingji Textile Co.,Ltd",NO.23 Dangwan Science And Technology Park Xucun Town Haining City Zhejiang Province China
ydyrzsj@163.com,Booth no.:  5.1F85,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 87565885,(86) 0573 87559550,"Haining Mingjin Textile Co.,Ltd","NO.3 XINYUAN, XINYI, XUCUN,HAINING,ZHEJIANG,CHINA"
luffy@mingtra.com,Booth no.:  6.2Q10,http://www.mingtra.com,Upholstery Fabrics,(86) 0573 87772029,(86) 0573 87772028,"Haining Mingtra Textile Co.,Ltd","3RD FLOOR,NO.2,HONG BAO ROAD, DING QIAO TOWN,HAINING,"
460755389@qq.com,Booth no.:  6.2T72,,Upholstery Fabrics,(86) 0573 87567979,(86) 0573 87561629,"Haining Isabelle Na Tetile Co.,Ltd","NO.306 Nibaqiao Road,Xucun Town,Haining City"
shengyy@zjjacktex.cn,Booth no.:  5.2C83,,Upholstery Fabrics,(86) 0573 87583310,(86) 0573 87583311,"Haining Jack Home Textile Co.,Ltd","NO.88 KETONG STREET, XUCUN TOWN, HAINING CITY, ZHEJIANG ,CHINA"
"517253649@qq,com",Booth no.:  6.2W13,,Upholstery Fabrics,(86) 0573 87552288,(86) 0573 87561166," Haining Jia Yi Jia Textile Co.,Ltd ","Yongfu Town, Haining City Industrial Park, No. 18"
2850177590@qq.com,Booth no.:  5.1F86,http://www.qbh-fab.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Wall covering products",(86) 0573 87556928,(86) 0573 87586666,"Haining Qianbaihui Textiles Co.,Ltd.","NO.3 XINFENG EAST ROAD,"
lukekong@126.com,Booth no.:  5.2P05,,Upholstery Fabrics,(86) 0573 87404833,(86)  13175588060,"Haining Rainwing Textile Co.,Ltd",136 NORTH HUANZHEN ROAD CHANG'AN ZHEJIANG CHINA
elena@hnsuntex.com,Booth no.:  6.2Q03,http://www.suntextile.com.cn,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration",(86) 0573 87780193,(86) 0573 87781827,"Haining Redsun Textile Co.,Ltd","NO.22 SONGJIABANG,QINGYUN,XIEQIAO,ZHEJIANG "
abram.lim@163.com,Booth no.:  6.2W60,,Upholstery Fabrics,(86) 0573 87551908,(86) 0573 87550078,"Haining Kala Textile Co.,Ltd","NO.1# ChuangYe Road,Xinyi Xucun Town,Haining City"
justin@jctfabric.com,Booth no.:  6.2P53,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 87587186,(86)  13505735649,"Haining Keying Textile Co.,Ltd","Room 518No.2 of Fengshou avenve,warp knitting industrial zone,Haining city,Zhejiang Province,China"
2301077627@qq.com,Booth no.:  6.2A95,,Upholstery Fabrics,,(86) 0573 87562695,Haining Linen Textile,"2F-B213-1, China Textile City, Haining"
sales@modernfabric.cn,Booth no.:  5.2M86,,Upholstery Fabrics,(86) 0573 87519596,(86) 0573 87519595,Haining Modern Textile Co Ltd,XUCUN TOWN HAINING CITY
export@mokatex.com,Booth no.:  5.1A17,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Wall covering products",(86) 0573 87519065,(86) 0573 87519066,"Haining Moka Textile Co., Ltd","No. 3 Zhongyuan Road, Xucun Town, Haining City, Zhejiang Province."
seller@zjjiaheng.com,"Booth no.:  5.2F11,6.2T10",,Upholstery Fabrics,(86) 0573 87560998,(86) 0573 87588003,"Haining Jiaheng Fabric Co., Ltd",No.136 Xucun Road Xucun Town haining 
jesse@jstextile.top,Booth no.:  5.2K78,,Upholstery Fabrics,(86) 0573 8715339,(86) 0573 8711039,"Haining Jieshen Textile Co.,Ltd","The East 150Meters Shenshi Crossroad,Lianmeng Village,Xucun Town,Haining City,Zhejiang,China"
695366787@qq.com,Booth no.:  5.2K56,,Upholstery Fabrics,(86) 0573 87990828,(86) 0573 87991918,"Haining Sanhe Textile Co.,Ltd",XUCUN TOWN HAINING CITY
1787808846@qq.com,Booth no.:  5.2C08,,Upholstery Fabrics,(86) 0573 87580825,(86) 0573 87559599,"Haining Sanlong Textile Co., Ltd.","Xu Qiao Development Zone, Xu village, Haining"
,Booth no.:  4.1C69,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Other home textile products, Textiles for hospitality industry",,,Haining Selon Textile Technology Co Ltd,China
1016849525@qq.com,Booth no.:  6.2W41,,Upholstery Fabrics,(86) 0573 87900505,(86) 0573 87553187,Haining Lingshizaixing Textile,XUCUN TOWN HAINING CITY
1739307577@qq.com,Booth no.:  5.2K36,,Upholstery Fabrics,(86) 0573 87581892,(86) 0573 87581892,Haining Longfeifengwu Embroiderycompanylimited,"NO.5 Bridge,320 National Hinhway,XucunTown,Haining,Zhenjiang,China"
longway003@vip.126.com,Booth no.:  6.2Q08,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration",(86) 0573 88365130,(86) 0573 88365130,"Haining Longway Textile Co.,Ltd","No.528,Shuguang Road,Tudian Town,Tongxiang City,Zhejiang,China"
2192920168@qq.com,Booth no.:  5.2M07,,Upholstery Fabrics,(86) 0573 87991001,(86) 0573 87991001,"Haining Mountzion Textile Co,Ltd.","jingxu road no.2,xu village,haining city,zhejiang,China"
smiledmoon@outlook.com,Booth no.:  4.1B102,http://www.texjm.com,Upholstery Fabrics,(86) 573 8889 7799,(86) 573 8889 7701,Haining Jimei Textile Co Ltd,"No 4-2 Bldg,  No 93 Longxing Rd, Haichang St, Haining 314400, China"
448028886@qq.com,Booth no.:  6.2T60,,Upholstery Fabrics,(86) 0573 87518696,(86) 0573 87518696,"Haining Jin Xi Que Textile Co.,Ltd","320# COUNTRY ROAD,SHENSHI INDUSTRIAL ZONE,HAINING CITY,ZHEJIANG"
gavinhuang8110@hotmail.com,Booth no.:  3Q12,http://www.cnlubao.com,Upholstery Fabrics,(86) 0573 87263330,(86) 0573 87260908,"Haining Lubao Warp Knitting Co.,Ltd. ","7#ShuangLian Road , Haining economic development zone ,"
499273631@qq.com,Booth no.:  5.2K17,,Upholstery Fabrics,(86) 0573 87589106,(86)  15988381300,"Haining Lundi Textile Co.,Ltd","No.59,Wensheng North Road,town Xucun City Haining,Province Zhejiang(Shenshi Main Road)"
sales@maison-textile.com,Booth no.:  6.2A105,,Upholstery Fabrics,(86) 0573 87406369,(86) 0573 87403805,"Haining Maison Textile Co.,Ltd",213 Pingchuan Road Changan Town Haining City Zhejiang China
876945373@qq.com,Booth no.:  6.2W01,,Upholstery Fabrics,(86) 0573 87588385,(86) 0573 87588385,"Haining Taeren Textile Co., Ltd","ketian road,lianmeng industry zone,xucun,haining,zhejiang"
taida1999@foxmail.com,Booth no.:  6.2Q05,http://www.taidawarpknitting.com,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0573 87769777,(86) 0573 87769988,"Haining Taida Knitting Co.,Ltd","NO.36 HONGQI ROAD ,MAQIAO,HAINING,ZHEJIANG,CHINA "
shendanping0727@163.com,Booth no.:  5.2K46,,Upholstery Fabrics,(86) 0573 87998333,(86) 0573 87997070,"Haining Teerya Textile Co.,Ltd","NO.19 TIANSHUN ROAD,XUCUN TOWN HAINING CITY"
1113195985@qq.com,Booth no.:  5.2K76,,Upholstery Fabrics,(86) 0573 87967166,(86) 0573 87966466,"Haining U-Hightech Insulation Coating Co.,Ltd","No.12 Longzhu Road,Nongfa Area,Chang'an Town,Haining City,Zhejiang Province"
sales@xcfabric.cn,Booth no.:  6.2Q11,,Upholstery Fabrics,(86) 0573 87988976,(86) 0573 87988726,"Haining Xincheng Warp Knitting Co., Ltd. ","No. 7, Jianshe Road, Xieqiao Town, Haining, Zhejiang, China"
xuhaotextile04@163.com,Booth no.:  6.2T68,,Upholstery Fabrics,(86)  87732298,(86)  13616554641,"Haining Xuhao Textile Co.,Ltd","South of railway station,Tianshun Road,Xucun Town,Haining City,Zhejiang Province,China"
326565370@qq.com,Booth no.:  5.2F32,,Upholstery Fabrics,(86) 0573 87588618,(86) 0573 87556690,"Haining Yulong Cloth Co.,Ltd","No.160 Development Zone Xucun Town,Haining,Zhejiang,China"
allen@dltextime.com,Booth no.:  6.2J102,http://www.cntextime.cn,"Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Wall covering products",(86) 0573 87280566,(86) 0573 87296691,"Haining Textime Textile Co.,Ltd","No.2,2th,Warp Knitting Road,Maqiao,Haining,Zhejiang,China"
Jennyhnhs@163.com,Booth no.:  6.2F95,http://www.hntgfz.cn.qiyeku.com/,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 573 87234800,(86) 573 87220096,"Haining Tgg Textiles Co.,Ltd.","No23.Jingbian First Road, Maqiao, Haining,Zhejiang"
138195388@QQ.COM,Booth no.:  5.2M47,,Upholstery Fabrics,(86) 0573 87992567,(86) 0573 87993660,"Haining Vertex Textile Co.,Ltd.","NO.22 HONGHE ROAD, XUCUN TOWN , HAINING CITY,ZHEJIANG PR"
warmlytex@126.com,"Booth no.:  5.2C75,6.2W05",,Upholstery Fabrics,(86) 0573 87557606,(86) 0573 87557605,"Haining Wandeli Textile Co., Ltd","NO.55-2 NORTH WENSHENG ROAD,XUCUN TOWN ,HAINING, ZHEJIANG,CHINA"
jennyxu960@163.com,Booth no.:  6.2W58,,Upholstery Fabrics,(86)  13456271197,(86)  13456271197,Haining Wanrui Textile Co.;Ltd,NO.6NORTH ROAD WENSHENG XUCUN HAINING
630981223@qq.com,Booth no.:  5.2C11,,Upholstery Fabrics,(86) 0573 87586671,(86) 0573 87586651,Haining Xinda Textile,XUCUN TOWN HAINING CITY
zjxdltex@zjxdltex.com,Booth no.:  5.2K71,,Upholstery Fabrics,(86)  87518759,(86)  87518756,"Haining Xindelai Textile Co., Ltd",No.6 The Xinhua Lndustrial Zone Shenshi Xucunhaining city Zhejiang province China
387941108@qq.com,Booth no.:  6.2W40,,Upholstery Fabrics,(86) 0573 87992088,(86) 0573 87992088,Haining Xingshizhirong Youxiangongsi,"No.26 honghelu road, Haining town, Haining county, Zhejiang province"
422514963@qq.com,Booth no.:  5.2C95,,Upholstery Fabrics,(86) 0573 87993281,(86) 0573 87992676,Haining Yanmei Textile Factory,"NO.9 JINGXU ROAD,XUCUN,HAINING,ZHEJIANG,CHINA "
yayiweixin@163.com,Booth no.:  5.2F68,,Upholstery Fabrics,(86) 0573 87998866,(86)  1358827762,"Haining Yayi Textile Co.,Ltd","XUXIANG INDUSTRIAL ZONE,NO 13 TIANSHUN ROAD,XUCUN,HAINING,ZHEJIANG"
goodtime201107@163.com,Booth no.:  5.2F71,,Upholstery Fabrics,(86) 0573 87588881,(86) 0573 87588128,"Haining Zhejiang Goodtime Textile Co., Ltd","156# XUCUN ROAD, XUCUN INDUSTRIAL BASE, HAINING CITY"
2040106467@qq.com,Booth no.:  5.2M29,,Upholstery Fabrics,(86) 573 87998005,(86) 573 87998005,"Haining Zhida Textile Weaving Co.,Ltd.","Lot 03/04/05,Xuxiang Sci-tech Industrial Park,HaiNing,Zhejiang ,PR.China"
shawn@jmdtextile.com,Booth no.:  4.1B101,,,(86) 573 8785 8668,(86) 573 8785 8668,Hainingu00a0Jiameidau00a0Warpu00a0Knittingu00a0Co Ltd,"No 8 Hainingu00a0Warpu00a0Knittingu00a0Industrialu00a0Park,  Rdu00a012, Zhejiang 314400, China"
2392160848@qq.com,Booth no.:  6.2T49,,Upholstery Fabrics,(86) 0573 87585566,(86) 0573 87585567,Haining Tianci Textile,XUCUN TOWN HAINING CITY
zyb@tltex.cn,Booth no.:  4.1C100,http://www.tltex.cn,,(86) 573 8707 6192,(86) 573 8707 6330,Haining Tianli Textile Co Ltd,"No 12 Hainingu00a0Warpu00a0Knittingu00a0Industrialu00a0Park, Rdu00a010, Zhejiang 314419, China"
tianlingfabric@hotmail.com,Booth no.:  6.2T61,,Upholstery Fabrics,(86) 0573 87513220,(86) 0573 87516721,"Haining Tianling Fabric Co.,Ltd.","NO.77,WENSHENG SOUTH ROAD,XUCUN,HAINING,ZHEJIANG"
pyle@weiyutex.com,Booth no.:  4.1H91,,Upholstery Fabrics,(86) 0573 87583033,(86) 0573 87583038,"Haining Weiyu Textile Co.,Ltd","NO.9 HANBO ROAD,CHANG'AN TOWN,HAINING CITY,ZHEJIANG"
wdf_lisa@126.com,Booth no.:  5.2M56,,Upholstery Fabrics,(86) 0573 87752220,(86) 0573 87558233,"Haining Wonderful Textile Co.,Ltd","Yongfu Development Zone,Xucun Town,Haining City,Zhejiang China"
362313230@qq.com,Booth no.:  5.2P01,,Upholstery Fabrics,(86) 0573 87562008,(86) 0573 87557098,"Haining Wushi Textilelmt.,Co","No 1, Yangjiatan, Zhuangwan Village,Xucun Town,Haining,Zhejiang"
zhengyang.song@xldwarp.com,Booth no.:  6.2Q15,,Upholstery Fabrics,(86)  87985927,(86)  13758359322,"Haining Xinlida Warp Knitting Co., Ltd","No.2 Zhining road Maqiao Street, Haining, Zhejiang"
sale@cnxsx.com,"Booth no.:  5.1K95,6.2W08",,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 87561588,(86) 0573 87562588,"Haining Xinshixin Textile Co.,Ltd","NO.158 XUCUN INDUSTRIAL PARK,HAINING,ZHEJIANG "
342152334@qq.com,Booth no.:  5.2N11,,Upholstery Fabrics,(86) 0573 87517879,(86) 0573 87511965,"Haining Xintianlong Textile Co.,Ltd",XUCUN TOWN HAINING CITY
994717710@qq.com,Booth no.:  5.2N09,,Upholstery Fabrics,(86) 0573 87587766,(86) 0573 87661158,"Haining Yi Sheng Textile Co., Ltd.","Haining City, Xu villages under the dam No. 11 yuan"
396071344@qq.com,Booth no.:  5.2M37,,Upholstery Fabrics,(86) 0573 87565836,(86)  87589788,Haining Yida Warp&Knitting; Textils Co.Ltd,"Dangwan Village,Xucun Town, Haining City."
roywuqifeng@ybtex.net,Booth no.:  5.2P07,,Upholstery Fabrics,(86) 0573 87519109,(86) 0573 87518626,Haining Yingbiao Home Textiles  Co.Ltd,NO.123 SOUTH WENSHENG ROADXUCUN TOWNHAINING CITYZHEJIANG CHINA
hlh@o2oldj.com,Booth no.:  3F78,http://www.o2oldj.com/,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), E-Commerce",(86) 0573 87558327,(86) 0573 87582900,"Hainingu00a0Zhongyueu00a0Electronicu00a0Commerceu00a0Co.,u00a0Ltdu00a0 ","15-16 f east of the international trade centre, "
763577825@qq.com,Booth no.:  6.2T65,,Upholstery Fabrics,(86) 0573 87568576,(86) 0573 87568576,"Hainingcity,Xutown,Jia Kai Kai Complex Plant",HainingCityZhejiang provinceXu VillageYongfu Village Market Road on the 6th
390350566@qq.com,Booth no.:  6.2W32,,Upholstery Fabrics,(86)  87516088,(86)  13750782325,"Haining Tianlong Yextile Co.,Ltd",XUCUN TOWN HAINING CITY
1335750525@qq.com,Booth no.:  5.2F30,,Upholstery Fabrics,(86) 0573 87561728,(86)  15695889005,"Haining Tianyi Textile Co.,Ltd","NO.162 XUCUNDA ROAD, XUCUN, HAINING, ZHEJIANG"
www.232708195@qq.com,Booth no.:  6.2A79,,Upholstery Fabrics,(86)  87552755,(86)  13857105264,Haining Xiesheng Textile  Co.Ltd,XUCUN TOWN HAINING CITY
xijiefangzhi01@163.com,Booth no.:  6.2W52,,Upholstery Fabrics,(86) 0573 87581269,(86) 0573 87581169,"Haining Xijie Textile Co.,Ltd",Haining Xucun Town park road no.33
175560450@qq.com,Booth no.:  5.2M77,,Upholstery Fabrics,(86)  87732256,(86)  15068210522,Haining Xin Jia Cheng Textile Mill,"NO.39,ZHOU ZHUANG QIAO ,XUCUN  TOWN,HAINING ,JIAXING ,ZHEJIANG ."
109222553@qq.com,Booth no.:  5.2F86,,Upholstery Fabrics,(86) 0573 87555078,(86) 0573 87556986,"Haining Xinyalun Textile Co.,Ltd.",NO.68 Shenjiayang Xinyi industrial Xuncun town Haining Zhejiang
15716035@qq.com,Booth no.:  6.2T69,,Upholstery Fabrics,(86)  13588721605,(86)  13588721605,"Haining Xucun Jianli Textile Co.,Ltd","XINJIAN GROUP XINYI XUCUN, HAINING"
Yezhonghao@126.com,Booth no.:  5.2K72,,Upholstery Fabrics,(86) 0573 87581736,(86) 0573 87561962,Haining Yixin Textile Co.Ltd,"No.61,Wenshengu00a0Northu00a0Road,Xucunu00a0Town,Haining,Zhejiangu00a0Province"
1508492362@qq.com,Booth no.:  6.2A77,,Upholstery Fabrics,(86) 0575 84118389,(86) 0575 84118389,Haining Yongfeng Textile Mill,NO.16 Xinfeng RoadXucun VillageHainingZhejiang
sindy18658860240@163.com,Booth no.:  6.2T30,,Upholstery Fabrics,(86) 0573 87559803,(86) 0573 87566776,Haining Yongxing Textile Fac.,"Xucun Xinyi EDZ,Haining,Zhejiang"
yaogreentex@163.com,Booth no.:  6.2T64,,Upholstery Fabrics,(86) 0573 87552136,(86) 0573 87552136,"Haininggreentextile.,Ltd","NO.39 meijiezu jingshu village xucun town,haining city"
714977152@qq.com,Booth no.:  5.2C01,,Upholstery Fabrics,(86) 0573 87580169,(86) 0573 87567669,Haininghaijurui Textile,"NO.30yane bangNanlian Village,Xucun Haining City"
2365698309@qq.com,Booth no.:  6.2W56,,Upholstery Fabrics,,(86) 0573 87633393,Haining Xucun Town Buenos Aires Cloth Art Shop ,Haining tohave XuCun Town village 
448993393@qqcom,Booth no.:  3F99,,Other home textile products,(86) 0573 87777193,(86) 0573 87777793,"Haining Yuanfan Textile,Co,Ltd",NO.31SHIQIAO ROAD XUCUN TOWN HAINING CHINA
zgf@jyhjf.com,Booth no.:  5.2F58,,Upholstery Fabrics,(86) 0573 87565013 ,(86) 0573 87555911,"Hainingjinyongh Household Textile Co.,Ltd", HAININGCUCUNGONGYEYUANQU139HAO
bowangtex_cedric@163.com,Booth no.:  6.2W04,,Upholstery Fabrics,(86) 0573 87737288,(86) 0573 87516568,"Hainingshi Bowang Hometextile Co.,Ltd",No.71 Wensheng Road Shenshi Xucun Haining Zhejiang
hepc@hepcindia.com,Booth no.:  4.1B67,http://www.hepcindia.com,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Other home textile products, Machinery for Home Textile (Digital printing, sewing machine)",(91) 44 2827 1761,(91) 44 2827 6043/ 2827 8879,Handloom Export Promotion Council,"No 34, Cathedral Garden Rd, Nungambakkam, Tamil Nadu, Chennai 600034, India"
sd03@midtex.com.cn,Booth no.:  5.1K69,http://www.midtex.com.cn,"Upholstery Fabrics, Wall covering products",(86) 0571 88911317,(86) 0571 88801317,Hang Zhou Chang Hong Cloth Industry Co.Ltd,NO.128 Shen jiaqiao Banshan Town Hangzhou
1115630921@qq.com,Booth no.:  3A77,,"Accessories, Home textile accessories (tassels, trimmings, zipper etc)",(86)  82896536,(86)  22911258,"Hang Zhou Development Import&Export; Co.,Ltd.","Unit No.1, Yangguang Building No.3, Shixin Bei Road No.98"
1359009957@qq.com,Booth no.:  6.1J47,,Upholstery Fabrics,(86)  86108086,(86)  86106391,"Hangzhou  Kaiwo  Textile  Co.,  Ltd  ","No.6 xinfang road, Linping town, Yuhang, Hangzhou city   "
runzebuyi@163.com,"Booth no.:  5.2M27,6.2W50",,Upholstery Fabrics,(86) 0573 87659720,(86) 0573 87659720,"Hainingshi Kaiyi Textile Co.,Ltd.","NO.56 North Wensheng Road, Xucun Town,Haining City"
biya@biyacn.com,Booth no.:  5.1A65,,Upholstery Fabrics,(86) 0571 86216997,(86) 0571 86186773,"Hangzhou Biya Interior Textiles Co.,Ltd","NO.21 Hongda Rd.XingWang Industrial Park,LinPin Yuhang"
rainbow@hzchengfeng.com,Booth no.:  6.1C18,,Upholstery Fabrics,(86) 0571 86183366  ,(86) 0571 26239088  ,"Hangzhou Chengfeng Fabric Co.,Ltd",39#WuzhouRoad Xingwang Industrial Zone YuHang Hangzhou
545590061@QQ.qq,Booth no.:  5.2C45,,Upholstery Fabrics,(86) 0573 87561890,(86) 0573 87589951,"Hang Zhou Guan Mei Textile Co.,Ltd","Room1,unit168,Centuey Avenue,Nanyuan street,Yuhang Disteict,Hangzhou ,China"
